"nom.size","an","N","T","omega"
0.054,0.4,500,10,-8.81868454156321
0.052,0.05,500,10,-7.36992883409016
0.052,0.1,500,10,-7.36992883409016
0.052,0.15,500,10,-7.36992883409016
0.052,0.2,500,10,-7.36992883409016
0.05,0.3,500,10,-7.36992883409016
0.05,0.4,500,10,-7.36992883409016
0.046,0.05,500,10,-10.2878795955198
0.046,0.1,500,10,-10.2878795955198
0.046,0.15,500,10,-10.2878795955198
0.044,0.2,500,10,-10.2878795955198
0.042,0.3,500,10,-10.2878795955198
0.04,0.4,500,10,-10.2878795955198
0.046,0.05,500,10,-8.60624744028803
0.046,0.1,500,10,-8.60624744028803
0.046,0.15,500,10,-8.60624744028803
0.044,0.2,500,10,-8.60624744028803
0.042,0.3,500,10,-8.60624744028803
0.04,0.4,500,10,-8.60624744028803
0.058,0.05,500,10,-10.1568374054889
0.058,0.1,500,10,-10.1568374054889
0.056,0.15,500,10,-10.1568374054889
0.056,0.2,500,10,-10.1568374054889
0.056,0.3,500,10,-10.1568374054889
0.054,0.4,500,10,-10.1568374054889
0.052,0.05,500,10,-8.47672693136986
0.052,0.1,500,10,-8.47672693136986
0.052,0.15,500,10,-8.47672693136986
0.052,0.2,500,10,-8.47672693136986
0.05,0.3,500,10,-8.47672693136986
0.05,0.4,500,10,-8.47672693136986
0.046,0.05,500,10,-11.8237511877298
0.046,0.1,500,10,-11.8237511877298
0.046,0.15,500,10,-11.8237511877298
0.044,0.2,500,10,-11.8237511877298
0.042,0.3,500,10,-11.8237511877298
0.04,0.4,500,10,-11.8237511877298
0.046,0.05,500,10,-9.85413363795092
0.046,0.1,500,10,-9.85413363795092
0.046,0.15,500,10,-9.85413363795092
0.044,0.2,500,10,-9.85413363795092
0.042,0.3,500,10,-9.85413363795092
0.04,0.4,500,10,-9.85413363795092
0.058,0.05,500,10,-11.6952610352854
0.058,0.1,500,10,-11.6952610352854
0.056,0.15,500,10,-11.6952610352854
0.056,0.2,500,10,-11.6952610352854
0.056,0.3,500,10,-11.6952610352854
0.054,0.4,500,10,-11.6952610352854
0.052,0.05,500,10,-9.72790735952982
0.052,0.1,500,10,-9.72790735952982
0.052,0.15,500,10,-9.72790735952982
0.052,0.2,500,10,-9.72790735952982
0.05,0.3,500,10,-9.72790735952982
0.05,0.4,500,10,-9.72790735952982
